Location,Country,Type_var,Type of indicator,Variable,Indicator,Time,Value
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2009,16.1653191
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2010,18.38869796
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2011,16.8815028
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2012,15.81295501
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2013,16.58191092
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2014,17.10842176
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2015,12.95048181
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2016,15.61583055
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2017,16.06492986
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2018,12.03905913
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2019,11.78065388
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2020,13.9685746
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2021,11.52177706
DNK,Denmark,DEP,Deprivation,10_2,Feeling safe at night,2022,12.12529833
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2006,5.969240641
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2007,9.547922328
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2008,6.176576967
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2009,9.289069656
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2010,6.517575312
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2011,8.058669423
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2012,8.613004977
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2013,8.530276266
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2014,9.833681772
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2015,10.00100667
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2016,8.62314461
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2017,10.29664832
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2018,8.196746784
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2019,7.809817307
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2020,9.44736324
DNK,Denmark,DEP,Deprivation,11_2,Negative affect balance,2021,9.713157611
FIN,Finland,AVERAGE,Average,1_1,Household income,2004,26565
FIN,Finland,AVERAGE,Average,1_1,Household income,2005,26867
FIN,Finland,AVERAGE,Average,1_1,Household income,2006,27317
FIN,Finland,AVERAGE,Average,1_1,Household income,2007,28081
FIN,Finland,AVERAGE,Average,1_1,Household income,2008,28595
FIN,Finland,AVERAGE,Average,1_1,Household income,2009,28690
FIN,Finland,AVERAGE,Average,1_1,Household income,2010,29251
FIN,Finland,AVERAGE,Average,1_1,Household income,2011,29332
FIN,Finland,AVERAGE,Average,1_1,Household income,2012,29185
FIN,Finland,AVERAGE,Average,1_1,Household income,2013,29058
FIN,Finland,AVERAGE,Average,1_1,Household income,2014,28808
FIN,Finland,AVERAGE,Average,1_1,Household income,2015,29038
FIN,Finland,AVERAGE,Average,1_1,Household income,2016,29500
FIN,Finland,AVERAGE,Average,1_1,Household income,2017,29722
FIN,Finland,AVERAGE,Average,1_1,Household income,2018,30218
FIN,Finland,AVERAGE,Average,1_1,Household income,2019,30814
FIN,Finland,AVERAGE,Average,1_1,Household income,2020,30858
FIN,Finland,AVERAGE,Average,1_1,Household income,2021,31253
FIN,Finland,AVERAGE,Average,1_3,Household wealth,2009,120402
FIN,Finland,AVERAGE,Average,1_3,Household wealth,2013,124318
FIN,Finland,AVERAGE,Average,1_3,Household wealth,2016,121064
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2004,73.84723689
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2005,74.57805907
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2006,75.43859649
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2007,76.00559636
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2008,76.93643626
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2009,75.19916869
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2010,74.62016575
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2011,75.37339354
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2012,75.58505065
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2013,75.03506311
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2014,74.82394366
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2015,74.71751412
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2016,75.08041337
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2017,75.91103369
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2018,78.04647949
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2019,78.93529297
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2020,78.55723243
FIN,Finland,AVERAGE,Average,2_1,Employment rate,2021,78.71968225
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2007,2.279603958
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2008,2.315803051
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2009,3.007472038
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2010,2.888392925
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2011,2.663993597
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2012,2.449816942
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2013,2.557873011
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2014,2.111142397
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2015,2.53882432
FIN,Finland,AVERAGE,Average,2_5,Labour market insecurity,2016,2.244554281
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2005,36.0883
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2006,52.8619
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2007,62.8782
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2008,66.1444
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2009,73.7382
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2010,75.8024
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2011,81.2968
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2012,84.9687
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2013,87.9929
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2014,88.916
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2015,89.524
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2016,91.21
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2017,93.4095
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2018,92.9988
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2019,93.0666
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2020,94.8272
FIN,Finland,AVERAGE,Average,3_5,Households with internet access at home ,2021,95.4751
FIN,Finland,AVERAGE,Average,4_1,Time off,2009,15.171413
FIN,Finland,AVERAGE,Average,4_3,Gender gap in working hours,2009,36.62926102
FIN,Finland,AVERAGE,Average,4_4,Satisfaction with time use,2013,7.666760405
FIN,Finland,AVERAGE,Average,4_4,Satisfaction with time use,2018,7.777406777
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2004,79
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2005,79.1
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2006,79.5
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2007,79.6
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2008,79.9
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2009,80.1
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2010,80.2
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2011,80.6
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2012,80.7
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2013,81.1
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2014,81.3
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2015,81.6
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2016,81.5
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2017,81.7
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2018,81.8
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2019,82.1
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2020,82
FIN,Finland,AVERAGE,Average,5_1,Life expectancy at birth,2021,82
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2004,69.1
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2005,68.5
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2006,68.7
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2007,68.3
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2008,68.6
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2009,68.9
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2010,68.3
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2011,68.8
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2012,67.1
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2013,64.6
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2014,69.2
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2015,69.8
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2016,70.2
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2017,70.1
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2018,68.8
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2019,68.3
FIN,Finland,AVERAGE,Average,5_2,Perceived health,2020,69.8
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2004,53.52634811
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2005,54.11258698
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2006,55.99178314
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2007,57.92116928
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2008,57.54206085
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2009,56.57879639
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2010,51.98142242
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2011,50.56842041
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2012,50.10258484
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2013,49.20943451
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2014,45.27604294
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2016,43.66773605
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2017,42.23371124
FIN,Finland,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",2018,44.16941452
FIN,Finland,AVERAGE,Average,5_4,Self-reported depression,2014,4.8
FIN,Finland,AVERAGE,Average,5_4,Self-reported depression,2019,6.5
FIN,Finland,AVERAGE,Average,6_1,Student skills (reading),2006,546.8682813
FIN,Finland,AVERAGE,Average,6_1,Student skills (reading),2009,535.8779845
FIN,Finland,AVERAGE,Average,6_1,Student skills (reading),2012,524.0216698
FIN,Finland,AVERAGE,Average,6_1,Student skills (reading),2015,526.4247471
FIN,Finland,AVERAGE,Average,6_1,Student skills (reading),2018,520.0787482
FIN,Finland,AVERAGE,Average,6_2,Student skills (maths),2006,548.3583951
FIN,Finland,AVERAGE,Average,6_2,Student skills (maths),2009,540.5043482
FIN,Finland,AVERAGE,Average,6_2,Student skills (maths),2012,518.7503353
FIN,Finland,AVERAGE,Average,6_2,Student skills (maths),2015,511.076853
FIN,Finland,AVERAGE,Average,6_2,Student skills (maths),2018,507.3013618
FIN,Finland,AVERAGE,Average,7_1,Social support,2006,95.58037436
FIN,Finland,AVERAGE,Average,7_1,Social support,2008,94.32831328
FIN,Finland,AVERAGE,Average,7_1,Social support,2010,93.36906473
FIN,Finland,AVERAGE,Average,7_1,Social support,2011,93.33741692
FIN,Finland,AVERAGE,Average,7_1,Social support,2012,91.86493832
FIN,Finland,AVERAGE,Average,7_1,Social support,2013,93.04346769
FIN,Finland,AVERAGE,Average,7_1,Social support,2014,94.81004142
FIN,Finland,AVERAGE,Average,7_1,Social support,2015,94.20899127
FIN,Finland,AVERAGE,Average,7_1,Social support,2016,94.86136606
FIN,Finland,AVERAGE,Average,7_1,Social support,2017,96.04221738
FIN,Finland,AVERAGE,Average,7_1,Social support,2018,95.92708635
FIN,Finland,AVERAGE,Average,7_1,Social support,2019,93.35159882
FIN,Finland,AVERAGE,Average,7_1,Social support,2020,95.924624
FIN,Finland,AVERAGE,Average,7_1,Social support,2021,97.02892798
FIN,Finland,AVERAGE,Average,7_1,Social support,2022,97.25182587
FIN,Finland,AVERAGE,Average,7_2,Time spent in social interactions,2009,6.1545219
FIN,Finland,AVERAGE,Average,8_1,Having a say in government,2012,46.03586263
FIN,Finland,AVERAGE,Average,8_2,Voter turnout ,2007,65.02
FIN,Finland,AVERAGE,Average,8_2,Voter turnout ,2011,67.37
FIN,Finland,AVERAGE,Average,8_2,Voter turnout ,2015,66.85
FIN,Finland,AVERAGE,Average,8_2,Voter turnout ,2019,68.73
FIN,Finland,AVERAGE,Average,9_1,Access to green space,2012,94.43531491
FIN,Finland,AVERAGE,Average,9_1,Access to green space,2018,93.88114737
FIN,Finland,AVERAGE,Average,10_1,Homicides,2004,2.4
FIN,Finland,AVERAGE,Average,10_1,Homicides,2005,1.9
FIN,Finland,AVERAGE,Average,10_1,Homicides,2006,2
FIN,Finland,AVERAGE,Average,10_1,Homicides,2007,2.2
FIN,Finland,AVERAGE,Average,10_1,Homicides,2008,2.2
FIN,Finland,AVERAGE,Average,10_1,Homicides,2009,1.9
FIN,Finland,AVERAGE,Average,10_1,Homicides,2010,1.9
FIN,Finland,AVERAGE,Average,10_1,Homicides,2011,1.8
FIN,Finland,AVERAGE,Average,10_1,Homicides,2012,1.4
FIN,Finland,AVERAGE,Average,10_1,Homicides,2013,1.5
FIN,Finland,AVERAGE,Average,10_1,Homicides,2014,1.4
FIN,Finland,AVERAGE,Average,10_1,Homicides,2016,1.1
FIN,Finland,AVERAGE,Average,10_1,Homicides,2017,1.1
FIN,Finland,AVERAGE,Average,10_1,Homicides,2018,1.2
FIN,Finland,AVERAGE,Average,10_1,Homicides,2019,1.2
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2006,78.5094518
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2008,75.2805497
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2010,78.18940222
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2011,78.16029145
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2012,76.64374102
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2013,81.05133337
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2014,81.07847821
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2015,85.77168718
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2016,81.85887046
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2017,87.60158439
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2018,87.57382145
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2019,84.28785045
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2020,87.54782425
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2021,85.22608899
FIN,Finland,AVERAGE,Average,10_2,Feeling safe at night,2022,87.57673727
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2004,7.184276894
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2005,7.237505325
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2006,6.393204936
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2007,7.201122617
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2008,6.489973368
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2009,5.238144052
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2010,5.082756431
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2011,5.432279198
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2012,4.721114509
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2013,4.75429333
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2014,4.200855947
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2015,4.934433261
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2016,4.701759041
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2017,4.324574193
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2018,4.335105466
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2019,3.823905353
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2020,4.03598579
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2021,4.029785718
FIN,Finland,AVERAGE,Average,10_3,Road deaths,2022,3.406485046
FIN,Finland,AVERAGE,Average,11_1,Life satisfaction,2013,8.045855989
FIN,Finland,AVERAGE,Average,11_1,Life satisfaction,2018,8.122617853
FIN,Finland,AVERAGE,Average,11_1,Life satisfaction,2021,7.9
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2004,6.5
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2005,6.6
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2006,6.9
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2007,7.8
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2008,7.9
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2009,7.4
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2010,7.2
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2011,7.5
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2012,6.5
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2013,7.1
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2014,6.8
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2015,6.3
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2016,5.8
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2017,6.3
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2018,6.5
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2019,6.4
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2020,5.7
FIN,Finland,DEP,Deprivation,1_4,Relative income poverty ,2021,6.7
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2004,9.5
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2005,8.5
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2006,8
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2007,7.599999905
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2008,8.100000381
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2009,6.800000191
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2010,6.900000095
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2011,7.400000095
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2012,7.099999905
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2013,6.900000095
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2014,7.400000095
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2015,7
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2016,6.900000095
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2017,6.699999809
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2018,6.099999905
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2019,6.400000095
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2020,6.800000191
FIN,Finland,DEP,Deprivation,1_5,Difficulty making ends meet,2021,5.900000095
FIN,Finland,DEP,Deprivation,1_6,Financial insecurity,2013,36.78
FIN,Finland,DEP,Deprivation,1_6,Financial insecurity,2016,41.4
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2004,2.074063524
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2005,2.100997056
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2006,1.915075507
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2007,1.587759262
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2008,1.160235809
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2009,1.384685612
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2010,2.00995265
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2011,1.780458467
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2012,1.681296059
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2013,1.756134051
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2014,2.014304491
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2015,2.384549148
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2016,2.376731946
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2017,2.182289776
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2018,1.700103134
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2019,1.254767046
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2020,1.254211669
FIN,Finland,DEP,Deprivation,2_3,Long-term unemployment rate,2021,1.876207867
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2004,10.739392
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2005,9.275012
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2006,8.6027355
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2007,8.4918222
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2008,8.5498466
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2009,10.065873
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2010,10.403963
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2011,9.6951551
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2012,10.046256
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2013,10.369868
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2014,10.822654
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2015,12.183934
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2016,11.147541
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2017,11.074919
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2018,9.666667
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2019,8.8926172
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2020,9.6774197
FIN,Finland,DEP,Deprivation,2_4,"Youth not in employment, education or training",2021,10.304054
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2010,16.89177752
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2011,16.6952908
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2012,15.82449973
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2013,16.53577685
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2014,18.6175257
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2015,20.66111118
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2016,19.57471669
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2017,19.45315301
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2018,20.55644542
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2019,19.88317817
FIN,Finland,DEP,Deprivation,3_3,Housing cost overburden,2020,19.1099301
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2010,2.916113101
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2011,3.40674594
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2012,2.94951275
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2013,2.58367341
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2014,2.27169767
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2015,2.878498286
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2016,2.336972579
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2017,2.094685473
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2018,1.852023415
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2019,1.540036127
FIN,Finland,DEP,Deprivation,3_4,Poor households without access to basic sanitary facilities,2020,1.202545967
FIN,Finland,DEP,Deprivation,7_1,Social support,2006,3.511539191
FIN,Finland,DEP,Deprivation,7_1,Social support,2008,4.824801886
FIN,Finland,DEP,Deprivation,7_1,Social support,2010,6.439510122
FIN,Finland,DEP,Deprivation,7_1,Social support,2011,6.184611632
FIN,Finland,DEP,Deprivation,7_1,Social support,2012,7.155262258
FIN,Finland,DEP,Deprivation,7_1,Social support,2013,5.847512485
FIN,Finland,DEP,Deprivation,7_1,Social support,2014,4.778610707
FIN,Finland,DEP,Deprivation,7_1,Social support,2015,5.188494104
FIN,Finland,DEP,Deprivation,7_1,Social support,2016,4.580234153
FIN,Finland,DEP,Deprivation,7_1,Social support,2017,3.604582174
FIN,Finland,DEP,Deprivation,7_1,Social support,2018,3.773152166
FIN,Finland,DEP,Deprivation,7_1,Social support,2019,6.23241267
FIN,Finland,DEP,Deprivation,7_1,Social support,2020,3.828448889
FIN,Finland,DEP,Deprivation,7_1,Social support,2021,2.97107202
FIN,Finland,DEP,Deprivation,7_1,Social support,2022,2.555552429
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2006,17.86218555
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2008,19.12340938
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2010,16.9778728
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2011,18.5176109
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2012,20.06474284
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2013,16.24465234
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2014,16.94550157
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2015,12.48835894
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2016,15.75286087
FIN,Finland,DEP,Deprivation,10_2,Feeling safe at night,2017,11.71935895
